;Kalimat;Sesuai;aspek_Budaya Green;aspek_Keselarasan Strategi;aspek_Metode;aspek_Pegawai;aspek_Tata Kelola;aspek_Teknologi Informasi;aspek_Transisi Energi;sentimen_negatif;sentimen_positif
1872;Unit saya sudah memiliki pola kerja yang terstruktur untuk implementasi green.;;0;0;1;0;0;0;0;0;1
1873;Banyak ide strategi green dari pegawai yang sudah disampaikan pada perusahaan;;0;0;0;1;0;0;0;0;1
1874;PLN menjual PLTS on Grid bagi pelanggan yang berminat membangun PLTS di atas atap;;0;0;0;0;0;0;1;0;1
1875;Saya melakukan sharing knowledge terkait permasalahan lingkungan dengan rekan-rekan;;1;0;0;0;0;0;0;0;1
1876;Kedepan, PLN akan mengimplementasikan aplikasi terkait IT untuk mendukung green.;;0;0;0;0;0;1;0;0;1
1877;PLN gencar mempromosikan program super electrilife.;;0;0;1;0;0;0;0;0;1
1878;Menurut saya, kegiatan-kegiatan kerjasama dengan pihak lain yang dapat mendukung strategi green adalah hal yang baik;;0;0;0;1;0;0;0;0;1
1879;Saya belajar terkait geothermal;;1;0;0;0;0;0;0;0;1
1880;EBT membutuhkan dukungan investasi dari luar terkait pendanaan.;;0;0;1;0;0;0;0;0;1
1881;Belum ada implementasi strategi green PLN di divisi saya.;1;0;1;0;0;0;0;0;1;0
1882;Green merupakah salah satu dari empat pilar transformasi PLN.;;0;1;0;0;0;0;0;0;1
1883;Saya paham bahwa PLN harus mengikuti persyaratan lingkungan yang sesuai dengan standar internasional.;1;0;1;0;0;0;0;0;0;1
1884;PLTMH merupakan pembangkit yang menggunakan debit air sepeti PLTA untuk menghasilkan energi listrik;;0;0;0;0;0;0;1;0;1
1885;PLN menetapkan langkah strategis untuk mencapai transformasi green.;;0;0;1;0;0;0;0;0;1
1886;Setiap divisi memahami strategi green PLN.;1;0;1;0;0;0;0;0;0;1
1887;Aksi ramah lingkungan sudah diimplementasikan ke dalam strategi bisnis PLN.;1;0;1;0;0;0;0;0;0;1
1888;Transformasi green sudah implementasikan pada strategi bisnis perusahaan.;1;0;1;0;0;0;0;0;0;1
1889;Lembaga menyediakan aturan untuk berperilaku ramah lingkungan;;0;0;0;0;1;0;0;0;1
1890;Untuk mengurangi PLTD, PLN memiliki tiga skema, yakni mengubah PLTD ke pembangkit listrik berbasis Energi Baru Terbarukan (EBT), mengonversi PLTD ke gas atau gasifikasi, dan mengubah PLTD menjadi interkoneksi ke jaringan (grid);;0;0;0;0;0;0;1;0;1
1891;Saya memperoleh webbinar terkait ocean thermal energy;1;0;0;0;0;0;0;1;0;1
1892;Nacelle merupakan dudukan semua mesin turbin;;0;0;0;0;0;0;1;0;1
1893;Saya mulai menggunakan kendaraan listrik saya sehari-hari saat ini;;1;0;0;0;0;0;0;0;1
1894;Sebagai bagia dari PLN, saya tertarik menggunakan produk PLTS atap untuk mendukung strategi green PLN.;1;0;1;0;0;0;0;0;0;1
1895;Manager menyampaikan seperti apa perilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
1896;Saya diajak untuk menggunakan kendaraan yang sedikit emisi seperti sepeda;;1;0;0;0;0;0;0;0;1
1897;Nacelle harus mampu memutar mengikuti arah angin,;;0;0;0;0;0;0;1;0;1
1898;Saya senang terlibat untuk kemajuan pengelolaan berkelanjutan perusahaan;;0;0;0;1;0;0;0;0;1
1899;Strategi untuk meminimalisasi investasi pembangkit green dilakukan melalui cofiring.;0;0;1;0;0;0;0;0;0;1
1900;Peningkatan kapasitas dalam isu keberlanjutan ekonomi merupakan hal yang penting untuk saya lakukan;;0;0;0;1;0;0;0;0;1
1901;Belum semua kegiatan konstruksi di PLN memenuhi peraturan lingkungan.;;0;1;0;0;0;0;0;1;0
1902;Keberadaan PLTGU merupakan upaya untuk mempercepat transisi energi di PLN.;1;0;0;0;0;0;0;1;0;1
1903;Saya mendapatkan pelatihan terkait tidal energy conversion;1;0;0;0;0;0;0;1;0;1
1904;Atasan memastikan pelaksanaan pengelolaan sampah sesuai dengan aturan pemerintah daerah setempat;;1;0;0;0;0;0;0;0;1
1905;Saya dapat mengoperasikan aplikasi berbasis teknologi informasi dalam mengukur pencapaian strategi green,;;0;0;0;0;0;1;0;0;1
1906;Saya mengarahkan rekan/bawahan untuk beralih menggunakan kipas angin;;1;0;0;0;0;0;0;0;1
1907;PLN diarahkan untuk menjadi pilot dari impementasi pajak karbon;;0;0;0;0;0;0;1;0;1
1908;Pembangkit EBT yang sedang digarap PLN adalah Pembangkit Listrik Tenaga Sampah;1;0;0;0;0;0;0;1;0;1
1909;Saya belajar terkait carbon capture storage;;1;0;0;0;0;0;0;0;1
1910;PLN melaksanakan program penanaman pohon sebagai upaya penyerapan emisi.;1;0;0;0;0;1;0;0;0;1
1911;Di beberapa anak perusahaan banyak yang menggunakan PLTS untuk kebutuhan kantor;;1;0;0;0;0;0;0;0;1
1912;Mendukung bisnis yang berkelanjutan tidak selalu berarti mendukung strategi green PLN.;1;0;1;0;0;0;0;0;1;0
1913;SOP bisnis berkelanjutan merupakan hal yang krusial bagi perusahaan;;0;0;0;0;1;0;0;0;1
1914;Saya bersemangat meningkatkan kemampuan saya dalam berperilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
1915;PLN menjadikan green sebagai salah satu pilar transformasi perusahaan.;1;0;1;0;0;0;0;0;0;1
1916;Atasan mengarahkan pembuatan flyer agar karyawan dapat membuang sampah sesuai jenisnya;;1;0;0;0;0;0;0;0;1
1917;Meminimalisasi investasi dalam menerapkan strategi green adalah dengan cara mengubah bahan bakar dengan biomass .;1;0;1;0;0;0;0;0;0;1
1918;Industri dan konsumen bisa beli REC di PLN via website PLN jika tertarik untuk mendukung transisi energi di Indonesia;;0;0;0;0;0;0;1;0;1
1919;Aktivitas green dilakukan PLN untuk menghadapi krisis lingkungan.;1;0;1;0;0;0;0;0;0;1
1920;Saya belum mahir dalam mengoperasikan aplikasi terkait green.;;0;0;0;0;0;1;0;1;0
1921;Tugas saya tidak berkaitan langsung dengan aktivitas bisnis PLN yang berkelanjutan.;1;0;0;0;0;1;0;0;1;0
1922;Secara garis besar, saya memahami langkah PLN dalam mewujudkan transformasi green.;;0;0;1;0;0;0;0;0;1
1923;Peralatan utama PLTS Photovoltaik adalah panel surya, change controller, baterai, serta inverter dan converter ;1;0;0;0;0;0;0;1;0;1
1924;Saya diarahkan untuk tidak membakar sampah;;1;0;0;0;0;0;0;0;1
1925;Saya mendukung misi PLN menjalankan kegiatan berwawasan lingkungan.;1;0;1;0;0;0;0;0;0;1
1926;Pemanfaatan IT terkait green yaitu adanya cloud computing.;;0;0;0;0;0;1;0;0;1
1927;Green business process adalah cara baru untuk menambah nilai bisnis ;;0;0;1;0;0;0;0;0;1
1928;Saya sulit untuk mengajukan ide mengenai pengembangan sistem informasi untuk program green.;;0;0;0;0;0;1;0;1;0
1929;Saya mendukung ide-ide terkait pengelolaan limbah batu bara untuk mengurangi pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
1930;Saya dilibatkan dalam penghitungan serapan emisi gas rumah kaca dari program penanaman pohon yang dilakukan PLN.;1;0;0;0;0;1;0;0;0;1
1931;Saya terbantu dengan aplikasi berbasis teknologi informasi dalam menjalankan strategi green.;;0;0;0;0;0;1;0;0;1
1932;Masyarakat perlu lebih dikenalkan dengan green product PLN.;;0;0;1;0;0;0;0;0;1
1933;Saya mencari informasi terkait geothermal;;1;0;0;0;0;0;0;0;1
1934;Evaluasi riset strategi green PLN dilakukan oleh pusat.;1;0;0;0;0;1;0;0;0;1
1935;Saya dilibatkan dalam monitoring pembangkit EBT.;1;0;0;0;0;1;0;0;0;1
1936;Saya mengarahkan untuk pembuatan lubang resapan air hujan;;1;0;0;0;0;0;0;0;1
1937;PLN mempunyai rencana untuk mengonversi energi diesel ke EBT.;1;0;0;0;0;0;0;1;0;1
1938;Saya berkoordinasi dengan pihak lain untuk memastikan nilai ekonomis yang lebih baik bagi PLN dalam menjalankan pembangkit EBT.;1;0;0;0;0;1;0;0;0;1
1939;Direksi banyak menginisiasi program penanaman pohon di lokasi bekas tambang;;1;0;0;0;0;0;0;0;1
1940;Saya diperlihatkan dampak-dampak dari penambangan batu bara;;1;0;0;0;0;0;0;0;1
1941;Roadmap mengenai strategi EBT belum diketahui semua divisi di PLN.;0;0;1;0;0;0;0;0;1;0
1942;Saya mengarahkan pada karyawan lain untuk selalu mematuhi aturan pemeliharaan lingkungan di sekitar lokasi kerja;;1;0;0;0;0;0;0;0;1
1943;Terdapat program penanaman pohon di lingkungan sekitar tempat kerja yang diselenggarakan oleh kantor;;1;0;0;0;0;0;0;0;1
1944;PLN dapat mencapai bauran energi green sebesar 23% pada tahun 2025 tanpa melibatkan sinergi dengan BUMN lain.;1;0;0;0;0;1;0;0;1;0
1945;Ketua tim memberitahukan apa saja tindakan ramah lingkungan;;0;0;0;1;0;0;0;0;1
1946;Saya kesulitan mengakses informasi tentang wind energy.;;0;0;0;0;0;0;1;1;0
1947;Saya mengikuti program green lifestyle PLN di rumah dan memperoleh sertifikat REC;;1;0;0;0;0;0;0;0;1
1948;Saya terlibat aktif jika ada kegiatan kerja bakti kebersihan di kantor;;1;0;0;0;0;0;0;0;1
1949;Tanggung jawab kegiatan ramah lingkungan ada pada divisi HSSE.;1;0;0;0;0;1;0;0;1;0
1950;Saya menggunakan air bekas pakai untuk menyirami tanaman di kantor;;1;0;0;0;0;0;0;0;1
1951;Pembangunan PLTA merupakan bagian dari strategi Green ;;0;1;0;0;0;0;0;0;1
1952;Saya belajar terkait fuel cell dan hydrogen;;1;0;0;0;0;0;0;0;1
1953;Saya senang dapat berkolaborasi dengan pihak lain yang juga mendukung strategi green;;0;0;0;1;0;0;0;0;1
1954;PLN memanfaatkan potensi energi hijau yang ada di Indonesia.;;0;0;1;0;0;0;0;0;1
1955;Perlunya aplikasi berbasis teknologi informasi yang terintegrasi untuk mendukung program green,;;0;0;0;0;0;1;0;0;1
1956;Solar Receiver berfungsi untuk mengubah radiasi matahari menjadi panas;1;0;0;0;0;0;0;1;0;1
1957;PLTU sukses melakukan uji coba co-firing menggunakan cangkang sawit;1;0;0;0;0;0;0;1;0;1
1958;Saya senang mengajukan gagasan pada perusahaan agar strategi green jadi maju;;0;0;0;1;0;0;0;0;1
1959;Perjanjian Paris berisi komitmen negara-negara dalam menurunkan emisi gas rumah kaca dan memastikan suhu global tidak naik lebih dari 2˚C (3.6˚F), serta menjaga kenaikan suhu global tetap di bawah 1.5˚C (2.7˚F);;0;0;0;0;0;0;1;0;1
1960;Pembangkit Listrik Tenaga Mikrohidro (PLTMH) adalah teknologi untuk memanfaatkan debit air yang ada di sekitar kita untuk diubah menjadi energi listrik;;0;0;0;0;0;0;1;0;1
1961;Saya mengajak rekan untuk membuang sampah sesuai dengan jenisnya;;1;0;0;0;0;0;0;0;1
1962;Atasan saya banyak mengajak karyawannya untuk belajar mengenai inovasi-inovasi yang dapat diimplementasi di Perusahaan dan ramah lingkungan;;1;0;0;0;0;0;0;0;1
1963;Saya belajar bagaimana Green Business Process berjalan di Perusahaan lain;;1;0;0;0;0;0;0;0;1
1964;Strategi green dilakukan sebagai cara mengurangi pencemaran lingkungan;;0;0;1;0;0;0;0;0;1
1965;Tenaga panas bumi dianggap sebagai sumber energi terbarukan karena ekstraksi panasnya jauh lebih kecil dibandingkan dengan muatan panas bumi.;;0;0;0;0;0;0;1;0;1
1966;Semua karyawan PLN paham bahwa tujuan strategi green perusahaan adalah tercapainya net zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
1967;Melalui aktivitas berwawasan lingkungan, PLN berharap dapat menjalankan bisnis sekaligus memelihara keberlanjutan lingkungan;;0;1;0;0;0;0;0;0;1
1968;Perusahaan telah menyediakan aplikasi berbasis teknologi informasi untuk mendukung strategi green.;;0;0;0;0;0;1;0;0;1
1969;Saya dilibatkan dalam penyusunan rencana kerja pengembangan pembangkit energi baru terbarukan di PLN.;1;0;0;0;0;1;0;0;0;1
1970;Teknologi informasi menjadi jembatan antara PLN dengan masyarakat.;;0;0;0;0;0;1;0;0;1
1971;PLN memiliki standar pencapaian aksi ramah lingkungan.;0;0;0;0;0;1;0;0;0;1
1972;PLN mulai melakukan upaya untuk menghentikan PLTU dan PLTD. ;1;0;0;0;0;0;0;1;0;1
1973;Berdasarkan RUPTL PLN tahun 2021-2030, PLN membangun pembangkit Renewable sebesar 20,63 MW dari total 43 MW;;0;0;0;0;0;0;1;0;1
1974;Strategi green yang dijalankan PLN adalah untuk menjaga keberlanjutan perusahaan.;1;0;1;0;0;0;0;0;0;1
1975;PLN peka dalam melihat potensi ketersediaan sumber energi.;;0;0;1;0;0;0;0;0;1
1976;PLN berpartisipasi dalam carbon trading untuk mendukung pengendalian perubahan iklim.;1;0;0;0;0;1;0;0;0;1
1977;Menurut saya bisnis PLN akan tetap berjalan tanpa perlu menjaga keberlanjutan lingkungan.;1;0;1;0;0;0;0;0;1;0
1978;Berdasarkan hasil paris agreement terdapat peningkatan kapasitas (capacity building) di sejumlah negara berkembang;;0;0;0;0;0;0;1;0;1
1979;Strategi Green PLN diarahkan pada target Net Zero Emission di tahun 2060 sesuai dengan komitmen Pemerintah kepada Dunia;;0;1;0;0;0;0;0;0;1
1980;Saya percaya bahwa budaya Green dapat menjaga keberlanjutan Perusahaan kita;;1;0;0;0;0;0;0;0;1
1981;Program penanaman pohon yang dilakukan PLN belum secara signifikan berdampak pada pengurangan emisi.;1;0;0;0;0;1;0;0;1;0
1982;PLTB memanfaatkan energy yang terkandung dalam angin (kecepatan) menjadi energy mekanik (putar baling-baling) untuk kemudian dikopel dengan generator untuk dikonversi menjadi energy listrik.;;0;0;0;0;0;0;1;0;1
1983;Saya menjelaskan pada bawahan terkait pentingnya budaya ramah lingkungan;;1;0;0;0;0;0;0;0;1
1984;Materi pembelajaran yang diberikan oleh perusahaan membantu saya memahami isu lingkungan saat ini;;0;0;0;1;0;0;0;0;1
1985;Tujuan PLN terkait green adalah tercapainya 23% EBT di tahun 2025.;1;0;1;0;0;0;0;0;0;1
1986;Struktur utama dari turbin angin secara garis besar terdiri dari sudu turbin atau dikenal juga dengan istilah baling-baling, nacelle dan tiang penyangga;;0;0;0;0;0;0;1;0;1
1987;Perusahaan membuat target strategi green dengan jelas;;0;0;1;0;0;0;0;0;1
1988;Pembangkit EBT yang sedang digarap PLN adalah Pembangkit Listrik Tenaga Air;1;0;0;0;0;0;0;1;0;1
1989;Persentase bahan bakar alternatif yang dapat digunakan pembangkit EBT PLN belum secara jelas tercantum dalam regulasi.;1;0;0;0;0;1;0;0;1;0
1990;Saya selalu menggunakan pensil mekanik dibandingkan pensil serut saat bekerja untuk mengurangi tingkat penebangan pohon;;1;0;0;0;0;0;0;0;1
1991;Atasan mengenalkan kepada saya pengetahuan terkait fuel cell dan hydrogen;1;0;0;0;0;0;0;1;0;1
1992;Jenis PLTS tenaga termal antara lain PLTS dengan sistem Dish/Stirling dipusat panel atau Dish/Stirling Development system.;1;0;0;0;0;0;0;1;0;1
1993;Saya tahu cara-cara yang bisa ditempuh dalam melaksanakan strategi green;;0;0;1;0;0;0;0;0;1
1994;Biogas adalah salah satu contoh bioenergi.;1;0;0;0;0;0;0;1;0;1
1995;Saya menyusun dokumen Due Diligence sebagai dasar proses pengadaan EPC EBT.;1;0;0;0;0;1;0;0;0;1
1996;PLN bekerja sama dengan perusahan mobil dan motor listrik;;0;0;1;0;0;0;0;0;1
1997;Saya merasa strategi green telah didukung dengan sistem informasi yang terintegrasi.;;0;0;0;0;0;1;0;0;1
1998;Turbin angin adalah kincir angin yang digunakan untuk membangkitkan tenaga listrik;;0;0;0;0;0;0;1;0;1
1999;Strategi green PLN belum sepenuhnya mendorong inovasi energi terbarukan.;;0;1;0;0;0;0;0;1;0
2000;Mudah bagi saya memperoleh informasi terkait tidal energy conversion;1;0;0;0;0;0;0;1;0;1
2001;Implementasi strategi green perlu ditunjang dengan aplikasi berbasis teknologi informasi.;;0;0;0;0;0;1;0;0;1
2002;Saya diberi tanggung jawab oleh PLN untuk menjalankan aktivitas bisnis yang berkelanjutan.;1;0;0;0;0;1;0;0;0;1
2003;Srharusnya PLN menerapkan strategi green sejak dulu.;1;0;1;0;0;0;0;0;1;0
2004;Saya merasa senang karena dilibatkan oleh perusahaan dalam pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
2005;Atasan saya mengarahkan untuk penggunaan produk pembersih ramah lingkungan di kantor;;1;0;0;0;0;0;0;0;1
2006;Green Financing coba PLN wujudkan demi mewujudkan energi bersih dan berkelanjutan;;0;1;0;0;0;0;0;0;1
2007;Saya mencari informasi terkait fuel cell dan hydrogen;;1;0;0;0;0;0;0;0;1
2008;Saat ini bumi sudah sangat panas sehingga diperlukan Transisi Energi melalui EBT ramah lingkungan;;1;0;0;0;0;0;0;0;1
2009;Regulasi PLN terkait co-firing mengatur tentang penyedia bahan bakar alternatif yang bermitra dengan PLN.;1;0;0;0;0;1;0;0;0;1
2010;PLTMH dapat mereduksi jumlah gas rumah kaca karena memanfaatkan alam sebagai pembangkitnya;;0;0;0;0;0;0;1;0;1
2011;Belum semua karyawan PLN memahami tindakan ramah lingkungan.;;0;1;0;0;0;0;0;1;0
2012;Banyaknya panas bumi yang terperangkap di atmosfer menyebabkan peningkatan suhu bumi;;0;0;0;0;0;0;1;0;1
2013;Regulasi PLN terkait cofiring mengatur tentang penyedia bahan bakar alternatif yang bermitra dengan PLN.;0;0;0;0;0;1;0;0;0;1
2014;Kegiatan konstruksi di unit induk sesuai dengan strategi green PLN.;;0;1;0;0;0;0;0;0;1
2015;Perusahaan menyebarkan pengetahuan tentang isu lingkungan dengan brosur;;0;0;0;1;0;0;0;0;1
2016;Saya meminta untuk tanaman yang ditanam di luar pagar halaman didisain untuk menciptakan keteduhan seperti asam kranji atau tiara payung (Filicium decipiens) juga sebagai pereduksi kadar NO, SO2 dan CO;;1;0;0;0;0;0;0;0;1
2017;PLN harus bersinergi dengan BUMN lain agar dapat mencapai target net zero emission.;1;0;0;0;0;1;0;0;0;1
2018;Semua insan PLN harus diyakinkan mengenai manfaat EBT.;;0;0;1;0;0;0;0;0;1
2019;PLN bekerja sama dengan anak usaha untuk membangun EBT;;0;1;0;0;0;0;0;0;1
2020;PLN mengajak saya dalam menyusun program green di divisi saya.;1;0;1;0;0;0;0;0;0;1
2021;Manajemen lingkungan yang diterapkan di unit saya belum jelas.;1;0;1;0;0;0;0;0;1;0
2022;Perusahaan mendorong program dekarbonisasi di setiap Unit sehingga mendorong seluruh karyawan berperilaku ramah lingkungan di kantor;;1;0;0;0;0;0;0;0;1
2023;Pembangkit EBT yang sedang digarap PLN adalah Pembangkit Listrik Tenaga Minihidro;1;0;0;0;0;0;0;1;0;1
2024;Salah satu pilar dari transformasi PLN ditandai melalui transformasi green.;1;0;1;0;0;0;0;0;0;1
2025;PLN menjadikan transformasi green sebagai strategi perusahaan.;1;0;1;0;0;0;0;0;0;1
2026;Saya mengajak rekan/bawahan untuk menggunakan kendaraan listrik;;1;0;0;0;0;0;0;0;1
2027;Terdapat arahan Direksi untuk menerapkan budaya ramah lingkungan di lingkungan Perusahaan;;1;0;0;0;0;0;0;0;1
2028;Saya belum siap sepenuhnya untuk mempelajari bebagai pendekatan dalam implementasi green.;;0;0;1;0;0;0;0;1;0
2029;Saya memiliki minat pada kemajuan teknologi informasi untuk mendukung strategi green,;;0;0;0;0;0;1;0;0;1
2030;Pembangkit biogas memanfaatkan kotoran ternak, biasanya sapi, sebagai bahan utama;;0;0;0;0;0;0;1;0;1
2031;PLTU memanfaatkan energi panas dan uap dari gas buang hasil pembakaran di PLTG untuk memanaskan air di HRSG (Heat Recovery Steam Genarator), sehingga menjadi uap jenuh kering;;0;0;0;0;0;0;1;0;1
2032;Aku dapat pelatihan tentang tidal energy conversion. ;1;0;0;0;0;0;0;1;0;1
2033;Saya merasa teknologi informasi berperan penting dalam mendukung implementasi strategi green.;;0;0;0;0;0;1;0;0;1
2034;Digitalisasi digunakan untuk mengumpulkan data di pembangkit EBT yang baru berjalan;;0;0;0;0;0;1;0;0;1
2035;Saya memperoleh pengetahuan terkait dampak pemanfaatan batu bara terhadap lingkungan;;1;0;0;0;0;0;0;0;1
2036;Informasi mengenai partisipasi PLN dalam perdagangan karbon dan pajak karbon belum diketahui oleh seluruh karyawan PLN.;1;0;0;0;0;1;0;0;1;0
2037;Strategi PLN untuk Transisi Energi adalah meningkatkan keberhasilan commercial operation date (COD) pembangkit listrik tenaga panas bumi (PLTP) dan pembangkit listrik tenaga air (PLTA) yang berkontribusi besar terhadap bauran energi bersih;;0;0;0;0;0;0;1;0;1
2038;Aku udah ikut training bionergy.;1;0;0;0;0;0;0;1;0;1
2039;Saya terlibat dalam monitoring pembangkit EBT.;1;0;0;0;0;1;0;0;0;1
2040;Saya baru tahu bahwa PLN terlibat dalam pengendalian perubahan iklim.;1;0;0;0;0;1;0;0;1;0
2041;Saya paham bahwa dengan menjaga keberlanjutan lingkungan, maka PLN juga menjaga keberlanjutan perusahaan.;1;0;1;0;0;0;0;0;0;1
2042;Emisi yang dihasilkan dari panas bumi jauh di bawah batu bara dan gas alam;;0;0;0;0;0;0;1;0;1
2043;Saya dan rekan saya diajak untuk ikut webinar soal co-firing PLTU dengan biomass;;0;0;0;0;0;0;1;0;1
2044;Berbagai analisa dilakukan PLN dalam rangka implementasi transformasi green.;;0;0;1;0;0;0;0;0;1
2045;Terdapat learning breakthrough program untuk mengembangkan pembelajaran terkait strategi greennya PLN;;0;0;0;0;0;0;1;0;1
2046;Salah satu bentuk pemanfaatan teknologi informasi terkait green itu berupa video atau seminar online.;;0;0;0;0;0;1;0;0;1
2047;PLN menyiapkan infrastruktur untuk kehadiran kendaraan listrik.;;0;0;1;0;0;0;0;0;1
2048;Penjualan produk Renewable Energy Certificate (REC) itu untuk mendukung pembangunan energi terbarukan.;;0;0;1;0;0;0;0;0;1
2049;Rasanya pengembangan proyek EBT belum memerlukan aplikasi berbasis IT.;;0;0;0;0;0;1;0;1;0
2050;Tujuan yang harus dicapai pada tahun 2060 sebagai transformasi green PLN adalah net zero emission.;1;0;1;0;0;0;0;0;0;1
2051;PLN mendorong inovasi co-firing untuk menekan emisi karbon;;1;0;0;0;0;0;0;0;1
2052;Dampak strategi green PLN terhadap aktivitas kerja dapat dipahami oleh masing-masing divisi.;1;0;1;0;0;0;0;0;0;1
2053;Kami hanya sebatas memenuhi arahan agar kegiatan konstruksi di unit sejalan dengan strategi green.;1;0;1;0;0;0;0;0;1;0
2054;Perusahaan memberikan pelatihan tentang strategi green;;0;0;0;1;0;0;0;0;1
2055;Terdapat materi-materi yang bisa diunduh terkait dengan EBT;1;0;0;0;0;0;0;1;0;1
2056;Saya memahami adanya prosedur yang terkait dengan pendanaan luar negeri untuk membiayai pengembangan EBT PLN.;1;0;0;0;0;1;0;0;0;1
